,Count,Answer,Problem,Option,Rationale,Options,Correct Answer,Annotated Formula,Linear Formula,Category,extracted_answer
2607,2749,"a) 20%
","during a thanksgiving weekend , a car rental company rented 6 - tenths of their vehicles , including two - fifths of the 4 wds that it had . if 40 % of the vehicles are 4 wds , then what percent of the vehicles that were not rented were not 4 wds ?","a ) 20 % , b ) 30 % , c ) 40 % , d ) 50 % , e ) 60 %",4 / 10 of all the vehicles were not rented . ( 3 / 5 ) ( 2 / 5 ) = 6 / 25 of all the vehicles are 4 wds that were not rented . ( 6 / 25 ) / ( 4 / 10 ) = 3 / 5 is the fraction of non - rented vehicles that were 4 wds 1 - 3 / 5 = 40 % of non - rented vehicles were not 4 wds . the answer is c .,"a ) 20 % , b ) 30 % , c ) 40 % , d ) 50 % , e ) 60 %",c,"multiply(divide(divide(multiply(const_2, 40), add(const_3, const_2)), 40), const_100)","add(const_2,const_3)|multiply(n2,const_2)|divide(#1,#0)|divide(#2,n2)|multiply(#3,const_100)",gain,a
2608,2750,b,"if x < y < z and y - x > 7 , where x is an even integer and y and z are odd integers , what is the least possible value of z - x ?","a ) 6 , b ) 7 , c ) 11 , d ) 8 , e ) 10","""we have : 1 ) x < y < z 2 ) y - x > 5 3 ) x = 2 k ( x is an even number ) 4 ) y = 2 n + 1 ( y is an odd number ) 5 ) z = 2 p + 1 ( z is an odd number ) 6 ) z - x = ? least value z - x = 2 p + 1 - 2 k = 2 p - 2 k + 1 = 2 ( p - k ) + 1 - that means that z - x must be an odd number . we can eliminate answer choices a , c and e we are asked to find the least value , so we have to pick the least numbers since y is odd and x is even , y - x must be odd . since y - x > 7 the least value for y - x must be 11 , the least value for x must be 2 , and , thus , the least possible value for y must be 11 ( y - 2 = 9 , y = 11 ) 2 < 11 < z , since z is odd , the least possible value for z is 13 z - x = 13 - 2 = 11 answer c""","a ) 6 , b ) 7 , c ) 11 , d ) 8 , e ) 10",c,"add(add(7, const_2), const_2)","add(n0,const_2)|add(#0,const_2)|",general,b
2609,2751,b,"a contest will consist of n questions , each of which is to be answered eithertrueorfalse . anyone who answers all n questions correctly will be a winner . what is the least value of n for which the probability is less than 1 / 100000 that a person who randomly guesses the answer to each question will be a winner ?","a ) 5 , b ) 10 , c ) 50 , d ) 100 , e ) 1000","""a contest will consist of n questions , each of which is to be answered eithertrueorfalse . anyone who answers all n questions correctly will be a winner . what is the least value of n for which the probability is less than 1 / 1000 that a person who randomly guesses the answer to each question will be a winner ? a . 5 b . 10 c . 50 d . 100 e . 1000 soln : ans is b probability that one question is answered right is 1 / 2 . now for minimum number of questions needed to take probability less than 1 / 1000 is = > ( 1 / 2 ) ^ n < 1 / 100000 n = 1000 satisfies this . e""","a ) 5 , b ) 10 , c ) 50 , d ) 100 , e ) 1000",e,"multiply(const_1000, divide(1, 100000))","divide(n0,n1)|multiply(#0,const_1000)|",general,b
2610,2752,The correct answer is a) 104 miles.,jim drove 1096 miles of a 1200 miles journey . how many more miles does he need to drive to finish his journey ?,"a ) 104 miles , b ) 432 miles , c ) 456 miles , d ) 887 miles , e ) 767 miles","""the number of miles to drive to finish his journey is given by 1200 - 1096 = 104 miles correct answer a""","a ) 104 miles , b ) 432 miles , c ) 456 miles , d ) 887 miles , e ) 767 miles",a,"subtract(1200, 1096)","subtract(n1,n0)|",physics,a
2611,2753,"b
","ram , who is half as efficient as krish , will take 18 days to complete a task if he worked alone . if ram and krish worked together , how long will they take to complete the task ?","a ) 16 days , b ) 12 days , c ) 8 days , d ) 6 days , e ) 18 days","""number of days taken by ram to complete task = 18 since ram is half as efficient as krish , amount of work done by krish in 1 day = amount of work done by ram in 2 days if total work done by ram in 18 days is 18 w amount of work done by ram in 1 day = w amount of work done by krish in 1 day = 2 w total amount of work done by krish and ram in a day = 3 w total amount of time needed by krish and ram to complete task = 18 w / 3 w = 6 days answer d""","a ) 16 days , b ) 12 days , c ) 8 days , d ) 6 days , e ) 18 days",d,"inverse(add(divide(const_1, 18), divide(const_1, divide(18, const_2))))","divide(const_1,n0)|divide(n0,const_2)|divide(const_1,#1)|add(#0,#2)|inverse(#3)|",physics,b
2612,2754,b,"a hollow iron pipe is 21 cm long and its external diameter is 8 cm . if the thickness of the pipe is 1 cm and iron weighs 8 g / cm ^ 3 , then the weight of the pipe is :","a ) 3.6 kg , b ) 3.696 kg , c ) 36 kg , d ) 36.9 kg , e ) 3.06 kg","""external radius = 4 cm , internal radius = 3 cm . volume of iron = ( 22 / 7 x [ ( 4 ) ^ 2 - ( 3 ) ^ 2 ] x 21 ) cm ^ 3 ( 22 / 7 x 7 x 1 x 21 ) cm ^ 3 462 cm ^ 3 . weight of iron = ( 462 x 8 ) gm = 3696 gm = 3.696 kg . answer b""","a ) 3.6 kg , b ) 3.696 kg , c ) 36 kg , d ) 36.9 kg , e ) 3.06 kg",b,"divide(multiply(subtract(volume_cylinder(divide(8, const_2), 21), volume_cylinder(subtract(divide(8, const_2), 1), 21)), 8), const_1000)","divide(n1,const_2)|subtract(#0,n2)|volume_cylinder(#0,n0)|volume_cylinder(#1,n0)|subtract(#2,#3)|multiply(n1,#4)|divide(#5,const_1000)|",general,b
2613,2755,"a
","the average weight of 7 persons increases by 1.5 kg . if a person weighing 65 kg is replaced by a new person , what could be the weight of the new person ?","a ) 76 kg , b ) 77 kg , c ) 75.5 kg , d ) data inadequate , e ) none of these","""total weight increases = 7 × 1.5 = 10.5 kg so the weight of new person = 65 + 10.5 = 75.5 kg answer c""","a ) 76 kg , b ) 77 kg , c ) 75.5 kg , d ) data inadequate , e ) none of these",c,"add(65, multiply(7, 1.5))","multiply(n0,n1)|add(n2,#0)|",general,a
2614,2756,c,mr . jones gave 40 % of the money he had to his wife . he also gave 20 % of the remaining amount to his 3 sons . and half of the amount now left was spent on miscellaneous items and the remaining amount of rs . 12000 was deposited in the bank . how much money did mr . jones have initially ?,"a ) 40000 , b ) 45000 , c ) 50000 , d ) 62000 , e ) none of these","explanation : let the initial amount be x , amount given to his wife = ( 40 / 100 ) x = 2 x / 5 balance = ( x - ( 2 x / 5 ) ) = 3 x / 5 amount given to his wife = ( 20 / 100 ) * ( 3 x / 5 ) = 3 x / 25 balance = 3 x / 5 - 3 x / 25 = 12 x / 25 amountt spent on miscellaneous items = ( 1 / 2 ) * ( 12 x / 25 ) = 6 x / 25 which is equal to 12000 hence , = > 6 x / 25 = 12000 = > x = 50000 answer : c","a ) 40000 , b ) 45000 , c ) 50000 , d ) 62000 , e ) none of these",c,"divide(12000, multiply(divide(divide(const_100, const_2), const_100), multiply(subtract(const_1, divide(40, const_100)), subtract(const_1, divide(20, const_100)))))","divide(const_100,const_2)|divide(n0,const_100)|divide(n1,const_100)|divide(#0,const_100)|subtract(const_1,#1)|subtract(const_1,#2)|multiply(#4,#5)|multiply(#3,#6)|divide(n3,#7)",gain,c
2615,2757,a,"he total marks obtained by a student in physics , chemistry and mathematics is 170 more than the marks obtained by him in physics . what is the average mark obtained by him in chemistry and mathematics ?","a ) 55 , b ) 65 , c ) 75 , d ) 85 , e ) 95","""let the marks obtained by the student in physics , chemistry and mathematics be p , c and m respectively . p + c + m = 170 + p c + m = 170 average mark obtained by the student in chemistry and mathematics = ( c + m ) / 2 = 170 / 2 = 85 . answer : d""","a ) 55 , b ) 65 , c ) 75 , d ) 85 , e ) 95",d,"divide(170, const_2)","divide(n0,const_2)|",general,a
2616,2758,d) rs. 1206,"find the compound interest on rs . 10000 at 12 % rate of interest for 1 year , compounded half - yearly","a ) rs . 1036 , b ) rs . 1236 , c ) rs . 1186 , d ) rs . 1206 , e ) rs . 1226","""amount with ci = 10000 [ 1 + ( 12 / 2 * 100 ) ] 2 = rs . 11236 therefore , ci = 11236 – 10000 = rs . 1236 answer : b""","a ) rs . 1036 , b ) rs . 1236 , c ) rs . 1186 , d ) rs . 1206 , e ) rs . 1226",b,"subtract(multiply(power(add(const_1, divide(divide(12, const_4), const_100)), const_3), multiply(multiply(multiply(const_4, const_4), const_100), sqrt(const_100))), multiply(multiply(multiply(const_4, const_4), const_100), sqrt(const_100)))","divide(n1,const_4)|multiply(const_4,const_4)|sqrt(const_100)|divide(#0,const_100)|multiply(#1,const_100)|add(#3,const_1)|multiply(#4,#2)|power(#5,const_3)|multiply(#6,#7)|subtract(#8,#6)|",gain,d
2617,2759,I have calculated the answer. The average weight of the 3 onions which were removed is 240 grams. Answer: c,"25 onions on a scale weigh 5.12 kg . when 3 onions are removed from the scale , the average weight of the 22 onions is 200 grams . what is the average weight ( in grams ) of the 3 onions which were removed ?","a ) 200 , b ) 220 , c ) 240 , d ) 260 , e ) 280",22 * 200 = 4400 . the other 3 onions weigh a total of 720 grams . the average weight is 720 / 3 = 240 grams . the answer is c .,"a ) 200 , b ) 220 , c ) 240 , d ) 260 , e ) 280",c,"divide(subtract(multiply(5.12, const_1000), multiply(22, 200)), 3)","multiply(n1,const_1000)|multiply(n3,n4)|subtract(#0,#1)|divide(#2,n2)",general,none
2618,2760,a,a profit of rs . 600 is divided between x and y in the ratio of 1 / 2 : 1 / 3 . what is the difference between their profit shares ?,"a ) s . 220 , b ) s . 120 , c ) s . 320 , d ) s . 50 , e ) s . 90","""a profit of rs . 600 is divided between x and y in the ratio of 1 / 2 : 1 / 3 or 3 : 2 . so profits are 360 and 240 . difference in profit share = 360 - 240 = 120 answer : b""","a ) s . 220 , b ) s . 120 , c ) s . 320 , d ) s . 50 , e ) s . 90",b,"subtract(divide(divide(600, add(divide(1, 2), divide(1, 3))), 2), divide(divide(600, add(divide(1, 2), divide(1, 3))), 3))","divide(n1,n2)|divide(n1,n4)|add(#0,#1)|divide(n0,#2)|divide(#3,n2)|divide(#3,n4)|subtract(#4,#5)|",general,a
2619,2761,c,"a rectangular photograph is surrounded by a border that is 1 inch wide on each side . the total area of the photograph and the border is m square inches . if the border had been 5 inches wide on each side , the total area would have been ( m + 144 ) square inches . what is the perimeter of the photograph , in inches ?","a ) 10 , b ) 12 , c ) 14 , d ) 16 , e ) 18","""let x and y be the width and length of the photograph . ( x + 2 ) ( y + 2 ) = m and so ( 1 ) xy + 2 x + 2 y + 4 = m ( x + 10 ) ( y + 10 ) = m and so ( 2 ) xy + 10 x + 10 y + 100 = m + 144 let ' s subtract equation ( 1 ) from equation ( 2 ) . 8 x + 8 y + 96 = 144 2 x + 2 y = 12 , which is the perimeter of the photograph . the answer is b .""","a ) 10 , b ) 12 , c ) 14 , d ) 16 , e ) 18",b,"divide(subtract(144, subtract(power(multiply(5, const_2), const_2), power(multiply(1, const_2), const_2))), const_2)","multiply(n1,const_2)|multiply(n0,const_2)|power(#0,const_2)|power(#1,const_2)|subtract(#2,#3)|subtract(n2,#4)|divide(#5,const_2)|",geometry,c
2620,2762,"The total number of votes is 1000 + 2000 + 4000 = 7000.
The winning candidate received 4000 votes.
To calculate the percentage of the total votes that the winning candidate got, we can use the formula:
Percentage = (Number of votes received / Total number of votes) * 100%
Percentage = (4000 / 7000) * 100%
Percentage = 0.5714 * 100%
Percentage = 57.14%
Therefore, the correct answer is c) 57%.
","3 candidates contested an election and received 1000 , 2000 and 4000 votes respectively . what percentage of the total votes did the winning candidate got ?","a ) 30 % , b ) 50 % , c ) 57 % , d ) 62 % , e ) 75 %",total number of votes polled = ( 1000 + 2000 + 4000 ) = 7000 required percentage = 4000 / 7000 * 100 = 57 % ( approximately ) answer : option c,"a ) 30 % , b ) 50 % , c ) 57 % , d ) 62 % , e ) 75 %",c,"multiply(divide(4000, add(add(1000, 2000), 4000)), const_100)","add(n1,n2)|add(n3,#0)|divide(n3,#1)|multiply(#2,const_100)",general,c
2621,2763,c,"the area of a triangle will be when a = 3 m , b = 5 m , c = 10 m , a , b , c being lengths of respective sides ?","a ) 3 , b ) 6 , c ) 4 , d ) 9 , e ) 1",s = ( 3 + 5 + 10 ) / 2 = 9 answer : d,"a ) 3 , b ) 6 , c ) 4 , d ) 9 , e ) 1",d,"divide(add(add(3, 5), 10), 5)","add(n0,n1)|add(n2,#0)|divide(#1,n1)|",geometry,c
2622,2764,"b) 235500
","what is the sum of all 5 digit numbers which can be formed with the digits 0 , 1,2 , 3,4 without repetation ?","a ) 2599980 , b ) 235500 , c ) 923580 , d ) 765432 , e ) 765434","""10 ( 11111 ) * 4 ! - 10 ( 1111 ) 3 ! = 2599980 answer : a""","a ) 2599980 , b ) 235500 , c ) 923580 , d ) 765432 , e ) 765434",a,"multiply(divide(add(divide(subtract(subtract(const_1000, 5), add(add(multiply(multiply(5, 5), const_10), multiply(5, 5)), 5)), 1,2), const_1), 0), add(subtract(const_1000, 5), add(add(multiply(multiply(5, 5), const_10), multiply(5, 5)), 5)))","multiply(n0,n0)|subtract(const_1000,n0)|multiply(#0,const_10)|add(#2,#0)|add(n0,#3)|add(#4,#1)|subtract(#1,#4)|divide(#6,n2)|add(#7,const_1)|divide(#8,n1)|multiply(#5,#9)|",probability,b
2623,2765,b) 26,an old man distributed all the gold coins he had to his two sons into two different numbers such that the difference between the squares of the two numbers is 64 times the difference between the two numbers . how many coins did the old man have ?,"a ) 24 , b ) 26 , c ) 30 , d ) 64 , e ) 40","""let the number of coins one son got be x and the number of coins another got be y . total = x + y . x ^ 2 - y ^ 2 = 64 ( x - y ) - - > x + y = 64 . answer : d .""","a ) 24 , b ) 26 , c ) 30 , d ) 64 , e ) 40",d,floor(64),floor(n0)|,general,b
2624,2766,d) 25%,"20 litres of mixture contains 40 % alcohol and the rest water . if 8 litres of water be mixed with it , the percentage of alcohol in the new mixture would be ?","a ) 26.32 % , b ) 35.14 % , c ) 28.57 % , d ) 25 % , e ) 31.14 %","""alcohol in the 20 litres of mix . = 40 % of 20 litres = ( 40 * 20 / 100 ) = 8 litres water in it = 20 - 8 = 12 litres new quantity of mix . = 20 + 8 = 28 litres quantity of alcohol in it = 8 litres percentage of alcohol in new mix . = 8 * 100 / 28 = 50 / 3 = 28.57 % answer is c""","a ) 26.32 % , b ) 35.14 % , c ) 28.57 % , d ) 25 % , e ) 31.14 %",c,"multiply(divide(subtract(add(20, 8), add(multiply(divide(subtract(const_100, 40), const_100), 20), 8)), add(20, 8)), const_100)","add(n0,n2)|subtract(const_100,n1)|divide(#1,const_100)|multiply(n0,#2)|add(n2,#3)|subtract(#0,#4)|divide(#5,#0)|multiply(#6,const_100)|",gain,d
2625,2768,b,12.036 divided by 0.04 gives :,"a ) 30.09 , b ) 300.9 , c ) 30.06 , d ) 100.9 , e ) 300.6","""= 12.036 / 0.04 = 1203.6 / 4 = 300.9 answer is b .""","a ) 30.09 , b ) 300.9 , c ) 30.06 , d ) 100.9 , e ) 300.6",b,"divide(12.036, 0.04)","divide(n0,n1)|",general,b
2626,2769,c) 28%,"if 20 liters of chemical x are added to 80 liters of a mixture that is 5 % chemical x and 95 % chemical y , then what percentage of the resulting mixture is chemical x ?","a ) 24 % , b ) 26 % , c ) 28 % , d ) 30 % , e ) 32 %","""the amount of chemical x in the solution is 20 + 0.05 ( 80 ) = 24 liters . 24 liters / 100 liters = 24 % the answer is a .""","a ) 24 % , b ) 26 % , c ) 28 % , d ) 30 % , e ) 32 %",a,"add(20, multiply(divide(5, const_100), 80))","divide(n2,const_100)|multiply(n1,#0)|add(n0,#1)|",general,c
2627,2770,e,"the average speed of a car decreased by 3 miles per hour every successive 8 - minutes interval . if the car traveled 4.4 miles in the sixth 8 - minute interval , what was the average speed of the car , in miles per hour , in the first 8 minute interval ?","a ) 35 , b ) 40 , c ) 48 , d ) 51 , e ) 54","""( 4.4 miles / 8 minutes ) * 60 minutes / hour = 33 mph let x be the original speed . x - 5 ( 3 ) = 33 x = 48 mph the answer is c .""","a ) 35 , b ) 40 , c ) 48 , d ) 51 , e ) 54",c,"add(add(add(add(divide(4.4, divide(8, const_60)), 3), 3), 3), 3)","divide(n1,const_60)|divide(n2,#0)|add(n0,#1)|add(n0,#2)|add(n0,#3)|add(n0,#4)|",general,e
2628,2771,d,"for a certain exam , a score of 58 was 2 standard deviations below mean and a score of 98 was 3 standard deviations above mean . what was the mean score r for the exam ?","a ) 74 , b ) 76 , c ) 78 , d ) 80 , e ) 82","""a score of 58 was 2 standard deviations below the mean - - > 58 = mean - 2 d a score of 98 was 3 standard deviations above the mean - - > 98 = mean + 3 d solving above for mean r = 74 . answer : a .""","a ) 74 , b ) 76 , c ) 78 , d ) 80 , e ) 82",a,"divide(add(multiply(58, 3), multiply(98, 2)), add(2, 3))","add(n1,n3)|multiply(n0,n3)|multiply(n1,n2)|add(#1,#2)|divide(#3,#0)|",general,d
2629,2772,d,a train is 360 meter long is running at a speed of 45 km / hour . in what time will it pass a bridge of 240 meter length ?,"a ) 65 seconds , b ) 46 seconds , c ) 40 seconds , d ) 97 seconds , e ) 48 seconds","""speed = 45 km / hr = 45 * ( 5 / 18 ) m / sec = 25 / 2 m / sec total distance = 360 + 240 = 600 meter time = distance / speed = 600 * ( 2 / 25 ) = 48 seconds answer : e""","a ) 65 seconds , b ) 46 seconds , c ) 40 seconds , d ) 97 seconds , e ) 48 seconds",e,"divide(add(360, 240), divide(multiply(45, const_1000), const_3600))","add(n0,n2)|multiply(n1,const_1000)|divide(#1,const_3600)|divide(#0,#2)|",physics,d
2630,2773,"Let's approach this step by step:

1. Let's assume the original population is P.
2. After the first year, the population increases by 10%, so the new population is P + 0.10P = 1.10P.
3. In the second year, the population decreases by 10%. The new population is then 0.90 times the population at the end of the first year, which is 0.90 * 1.10P = 0.99P.
4. We are given that after two years, the population is 7920, so we can set up an equation: 0.99P = 7920.
5. Solving for P, we get P = 7920 / 0.99, which is approximately 8000.

So, the correct answer is b) 8000.","in one year , the population , of a village increased by 10 % and in the next year , it decreased by 10 % . if at the end of 2 nd year , the population was 7920 , what was it in the beginning ?","a ) 8008 , b ) 8000 , c ) 8022 , d ) 8021 , e ) 8022","""x * 110 / 100 * 90 / 100 = 7920 x * 0.99 = 7920 x = 7920 / 0.99 = > 8000 answer : b""","a ) 8008 , b ) 8000 , c ) 8022 , d ) 8021 , e ) 8022",b,"divide(divide(7920, subtract(const_1, divide(10, const_100))), add(const_1, divide(10, const_100)))","divide(n0,const_100)|add(#0,const_1)|subtract(const_1,#0)|divide(n3,#2)|divide(#3,#1)|",general,b
